"B25010_001E","B25010_001M","B25010_002E","B25010_002M","B25010_003E","B25010_003M","GEO_ID","NAME"
"Estimate!!Average household size --!!Total:","Margin of Error!!Average household size --!!Total:","Estimate!!Average household size --!!Total:!!Owner occupied","Margin of Error!!Average household size --!!Total:!!Owner occupied","Estimate!!Average household size --!!Total:!!Renter occupied","Margin of Error!!Average household size --!!Total:!!Renter occupied","id","Geographic Area Name"
"2.94","0.21","2.45","0.41","3.09","0.26","1400000US06037530006","Census Tract 5300.06, Los Angeles County, California"
"3.09","0.18","3.09","0.24","3.08","0.42","1400000US06037530007","Census Tract 5300.07, Los Angeles County, California"
"3.08","0.30","3.07","0.67","3.08","0.33","1400000US06037530101","Census Tract 5301.01, Los Angeles County, California"
"2.90","0.37","2.87","0.63","2.91","0.44","1400000US06037530102","Census Tract 5301.02, Los Angeles County, California"
"3.39","0.33","3.38","0.40","3.41","0.51","1400000US06037530202","Census Tract 5302.02, Los Angeles County, California"
"2.72","0.25","3.14","0.57","2.55","0.29","1400000US06037530203","Census Tract 5302.03, Los Angeles County, California"
"3.41","0.33","3.68","0.52","3.27","0.42","1400000US06037530204","Census Tract 5302.04, Los Angeles County, California"
"3.53","0.31","4.10","0.63","3.21","0.43","1400000US06037530301","Census Tract 5303.01, Los Angeles County, California"
"3.39","0.39","3.83","0.62","3.04","0.47","1400000US06037530302","Census Tract 5303.02, Los Angeles County, California"
"3.34","0.49","2.77","0.38","3.61","0.72","1400000US06037530400","Census Tract 5304, Los Angeles County, California"
"3.80","0.34","4.20","0.63","3.53","0.37","1400000US06037530500","Census Tract 5305, Los Angeles County, California"
"3.51","0.26","3.54","0.39","3.49","0.35","1400000US06037530603","Census Tract 5306.03, Los Angeles County, California"
"3.84","0.60","4.40","1.14","3.37","0.55","1400000US06037530700","Census Tract 5307, Los Angeles County, California"
"3.80","0.49","3.73","0.64","3.86","0.71","1400000US06037530801","Census Tract 5308.01, Los Angeles County, California"
"3.66","0.36","4.07","0.46","3.00","0.58","1400000US06037530802","Census Tract 5308.02, Los Angeles County, California"
"4.15","0.41","4.84","0.86","3.89","0.40","1400000US06037530901","Census Tract 5309.01, Los Angeles County, California"
"3.39","0.37","3.97","0.60","3.16","0.49","1400000US06037530902","Census Tract 5309.02, Los Angeles County, California"
"4.03","0.47","4.06","0.63","4.00","0.51","1400000US06037531000","Census Tract 5310, Los Angeles County, California"
"4.36","0.63","3.70","0.75","4.73","0.83","1400000US06037531101","Census Tract 5311.01, Los Angeles County, California"
"3.43","0.31","4.37","1.00","3.18","0.27","1400000US06037531102","Census Tract 5311.02, Los Angeles County, California"
"4.01","0.55","4.68","0.91","3.78","0.64","1400000US06037531201","Census Tract 5312.01, Los Angeles County, California"
"4.09","0.56","3.56","0.77","4.32","0.66","1400000US06037531202","Census Tract 5312.02, Los Angeles County, California"
"3.77","0.37","2.98","0.78","3.95","0.42","1400000US06037531301","Census Tract 5313.01, Los Angeles County, California"
"4.17","0.41","5.29","0.89","3.70","0.47","1400000US06037531302","Census Tract 5313.02, Los Angeles County, California"
"4.30","0.39","4.59","1.24","4.21","0.43","1400000US06037531502","Census Tract 5315.02, Los Angeles County, California"
"3.53","0.57","3.69","1.10","3.48","0.59","1400000US06037531503","Census Tract 5315.03, Los Angeles County, California"
"4.36","0.61","5.58","1.20","3.62","0.48","1400000US06037531504","Census Tract 5315.04, Los Angeles County, California"
"3.80","0.38","4.07","0.70","3.73","0.46","1400000US06037531602","Census Tract 5316.02, Los Angeles County, California"
"3.89","0.31","3.88","0.64","3.90","0.39","1400000US06037531603","Census Tract 5316.03, Los Angeles County, California"
"4.00","0.43","3.80","0.50","4.09","0.61","1400000US06037531604","Census Tract 5316.04, Los Angeles County, California"
"4.26","0.42","4.77","0.91","3.92","0.39","1400000US06037531701","Census Tract 5317.01, Los Angeles County, California"
"3.59","0.39","4.45","1.26","3.30","0.37","1400000US06037531702","Census Tract 5317.02, Los Angeles County, California"
"3.59","0.33","3.73","0.58","3.53","0.48","1400000US06037531800","Census Tract 5318, Los Angeles County, California"
"3.59","0.37","3.87","0.92","3.47","0.42","1400000US06037531901","Census Tract 5319.01, Los Angeles County, California"
"3.83","0.41","3.68","0.62","3.99","0.64","1400000US06037531902","Census Tract 5319.02, Los Angeles County, California"
"3.16","0.43","2.83","0.49","3.28","0.53","1400000US06037532001","Census Tract 5320.01, Los Angeles County, California"
"3.58","0.25","3.02","0.23","4.02","0.40","1400000US06037532002","Census Tract 5320.02, Los Angeles County, California"
"3.96","0.28","4.10","0.84","3.91","0.34","1400000US06037532101","Census Tract 5321.01, Los Angeles County, California"
"3.92","0.31","3.72","0.43","4.33","0.58","1400000US06037532102","Census Tract 5321.02, Los Angeles County, California"
"4.17","0.26","3.94","0.50","4.27","0.35","1400000US06037532200","Census Tract 5322, Los Angeles County, California"
"3.99","0.26","4.07","0.31","3.87","0.69","1400000US06037532302","Census Tract 5323.02, Los Angeles County, California"
"3.58","0.37","3.80","0.43","3.33","0.73","1400000US06037532303","Census Tract 5323.03, Los Angeles County, California"
"3.22","0.36","3.74","0.63","2.67","0.39","1400000US06037532304","Census Tract 5323.04, Los Angeles County, California"
"3.72","0.34","3.87","0.38","3.59","0.56","1400000US06037532500","Census Tract 5325, Los Angeles County, California"
"3.35","0.40","3.84","0.87","3.26","0.44","1400000US06037532605","Census Tract 5326.05, Los Angeles County, California"
"3.15","0.34","3.38","0.98","3.12","0.34","1400000US06037532606","Census Tract 5326.06, Los Angeles County, California"
"4.12","0.27","4.31","0.69","4.07","0.30","1400000US06037532607","Census Tract 5326.07, Los Angeles County, California"
"4.54","0.48","4.70","0.89","4.48","0.59","1400000US06037532700","Census Tract 5327, Los Angeles County, California"
"4.89","0.59","4.18","0.91","5.39","0.80","1400000US06037532800","Census Tract 5328, Los Angeles County, California"
"4.09","0.36","3.80","0.58","4.20","0.43","1400000US06037532900","Census Tract 5329, Los Angeles County, California"
"4.13","0.44","4.22","1.09","4.06","0.50","1400000US06037533001","Census Tract 5330.01, Los Angeles County, California"
"4.49","0.49","4.30","0.97","4.62","0.54","1400000US06037533002","Census Tract 5330.02, Los Angeles County, California"
"4.29","0.41","6.19","1.87","3.95","0.27","1400000US06037533103","Census Tract 5331.03, Los Angeles County, California"
"3.51","0.44","4.37","0.90","3.43","0.49","1400000US06037533104","Census Tract 5331.04, Los Angeles County, California"
"3.82","0.45","3.21","0.71","3.91","0.52","1400000US06037533105","Census Tract 5331.05, Los Angeles County, California"
"3.84","0.21","3.81","0.51","3.84","0.23","1400000US06037533108","Census Tract 5331.08, Los Angeles County, California"
"4.11","0.39","4.31","0.60","4.03","0.46","1400000US06037533201","Census Tract 5332.01, Los Angeles County, California"
"4.66","0.39","4.46","0.53","4.77","0.61","1400000US06037533204","Census Tract 5332.04, Los Angeles County, California"
"3.97","0.32","3.68","0.74","4.04","0.37","1400000US06037533300","Census Tract 5333, Los Angeles County, California"
"3.88","0.34","3.93","0.48","3.85","0.51","1400000US06037533401","Census Tract 5334.01, Los Angeles County, California"
"3.73","0.36","3.78","0.79","3.72","0.42","1400000US06037533402","Census Tract 5334.02, Los Angeles County, California"
"3.33","0.36","3.76","0.92","3.07","0.40","1400000US06037533403","Census Tract 5334.03, Los Angeles County, California"
"4.23","0.40","4.61","0.80","4.02","0.45","1400000US06037533501","Census Tract 5335.01, Los Angeles County, California"
"4.34","0.53","5.12","0.81","4.03","0.62","1400000US06037533504","Census Tract 5335.04, Los Angeles County, California"
"4.06","0.67","4.85","1.11","3.90","0.77","1400000US06037533601","Census Tract 5336.01, Los Angeles County, California"
"4.11","0.30","5.27","0.82","3.71","0.31","1400000US06037533602","Census Tract 5336.02, Los Angeles County, California"
"3.83","0.40","4.22","0.69","3.69","0.49","1400000US06037533603","Census Tract 5336.03, Los Angeles County, California"
"3.58","0.43","4.97","1.54","3.13","0.30","1400000US06037533701","Census Tract 5337.01, Los Angeles County, California"
"4.07","0.31","4.09","0.56","4.06","0.38","1400000US06037533702","Census Tract 5337.02, Los Angeles County, California"
"5.29","0.68","5.34","0.88","5.27","0.91","1400000US06037533703","Census Tract 5337.03, Los Angeles County, California"
"3.81","0.38","4.98","0.83","3.18","0.35","1400000US06037533803","Census Tract 5338.03, Los Angeles County, California"
"3.54","0.35","3.74","0.56","3.34","0.42","1400000US06037533804","Census Tract 5338.04, Los Angeles County, California"
"3.71","0.38","3.94","0.62","3.55","0.57","1400000US06037533805","Census Tract 5338.05, Los Angeles County, California"
"3.91","0.47","4.59","0.94","3.54","0.55","1400000US06037533806","Census Tract 5338.06, Los Angeles County, California"
"4.05","0.35","4.05","0.46","4.05","0.44","1400000US06037533901","Census Tract 5339.01, Los Angeles County, California"
"4.47","0.59","5.56","2.56","4.16","0.37","1400000US06037533902","Census Tract 5339.02, Los Angeles County, California"
"4.01","0.32","5.10","0.83","3.76","0.38","1400000US06037534001","Census Tract 5340.01, Los Angeles County, California"
"4.30","0.60","4.57","1.44","4.17","0.62","1400000US06037534002","Census Tract 5340.02, Los Angeles County, California"
"4.86","0.66","6.80","1.93","4.29","0.58","1400000US06037534101","Census Tract 5341.01, Los Angeles County, California"
"4.29","0.33","4.44","1.09","4.26","0.36","1400000US06037534102","Census Tract 5341.02, Los Angeles County, California"
"4.64","0.34","5.14","0.95","4.48","0.41","1400000US06037534201","Census Tract 5342.01, Los Angeles County, California"
"4.39","0.45","4.45","1.01","4.37","0.51","1400000US06037534202","Census Tract 5342.02, Los Angeles County, California"
"3.96","0.36","5.93","1.11","3.45","0.28","1400000US06037534203","Census Tract 5342.03, Los Angeles County, California"
"3.98","0.31","3.61","0.94","4.04","0.34","1400000US06037534301","Census Tract 5343.01, Los Angeles County, California"
"4.47","0.34","4.86","0.92","4.40","0.35","1400000US06037534302","Census Tract 5343.02, Los Angeles County, California"
"4.07","0.44","3.87","1.35","4.08","0.45","1400000US06037534403","Census Tract 5344.03, Los Angeles County, California"
"3.68","0.43","4.33","0.97","3.45","0.46","1400000US06037534404","Census Tract 5344.04, Los Angeles County, California"
"4.51","0.39","4.55","0.52","4.50","0.45","1400000US06037534405","Census Tract 5344.05, Los Angeles County, California"
"4.15","0.64","5.67","0.50","4.09","0.65","1400000US06037534406","Census Tract 5344.06, Los Angeles County, California"
"4.35","0.64","4.11","1.11","4.50","0.92","1400000US06037534501","Census Tract 5345.01, Los Angeles County, California"
"4.18","0.53","4.43","0.77","3.57","0.59","1400000US06037534502","Census Tract 5345.02, Los Angeles County, California"
"4.42","0.31","4.70","0.38","3.83","0.57","1400000US06037534700","Census Tract 5347, Los Angeles County, California"
"3.96","0.39","3.91","0.65","4.01","0.64","1400000US06037534802","Census Tract 5348.02, Los Angeles County, California"
"3.96","0.40","4.75","0.87","3.31","0.34","1400000US06037534803","Census Tract 5348.03, Los Angeles County, California"
"4.69","0.48","5.26","0.74","4.15","0.76","1400000US06037534804","Census Tract 5348.04, Los Angeles County, California"
"4.46","0.45","4.48","0.73","4.45","0.56","1400000US06037534900","Census Tract 5349, Los Angeles County, California"
"4.38","0.51","4.38","0.71","4.39","0.72","1400000US06037535001","Census Tract 5350.01, Los Angeles County, California"
"4.34","0.47","4.70","0.62","4.15","0.65","1400000US06037535002","Census Tract 5350.02, Los Angeles County, California"
"4.08","0.34","4.26","0.62","4.01","0.45","1400000US06037535101","Census Tract 5351.01, Los Angeles County, California"
"4.24","0.34","4.41","0.76","4.11","0.46","1400000US06037535102","Census Tract 5351.02, Los Angeles County, California"
"5.20","0.58","5.47","0.58","4.91","0.95","1400000US06037535200","Census Tract 5352, Los Angeles County, California"
"4.80","0.46","5.34","0.77","4.20","0.53","1400000US06037535300","Census Tract 5353, Los Angeles County, California"
"4.32","0.38","4.35","0.64","4.30","0.65","1400000US06037535400","Census Tract 5354, Los Angeles County, California"
"3.78","0.33","4.78","1.41","3.58","0.39","1400000US06037535501","Census Tract 5355.01, Los Angeles County, California"
"4.16","0.59","4.53","1.31","3.96","0.50","1400000US06037535502","Census Tract 5355.02, Los Angeles County, California"
"3.63","0.29","3.98","0.46","3.39","0.42","1400000US06037535503","Census Tract 5355.03, Los Angeles County, California"
"3.90","0.39","3.85","0.51","3.92","0.49","1400000US06037535603","Census Tract 5356.03, Los Angeles County, California"
"4.35","0.32","4.71","0.56","4.14","0.43","1400000US06037535604","Census Tract 5356.04, Los Angeles County, California"
"4.39","0.46","5.70","1.38","3.87","0.42","1400000US06037535605","Census Tract 5356.05, Los Angeles County, California"
"4.61","0.84","4.96","0.91","4.35","1.26","1400000US06037535606","Census Tract 5356.06, Los Angeles County, California"
"4.22","0.38","4.16","0.52","4.33","0.65","1400000US06037535607","Census Tract 5356.07, Los Angeles County, California"
"3.82","0.37","4.11","0.60","3.63","0.48","1400000US06037535701","Census Tract 5357.01, Los Angeles County, California"
"4.11","0.71","5.71","2.12","3.36","0.39","1400000US06037535702","Census Tract 5357.02, Los Angeles County, California"
"4.18","0.30","4.49","0.44","3.81","0.41","1400000US06037535802","Census Tract 5358.02, Los Angeles County, California"
"3.88","0.34","4.35","0.79","3.68","0.35","1400000US06037535803","Census Tract 5358.03, Los Angeles County, California"
"4.24","0.55","5.21","1.25","3.73","0.37","1400000US06037535804","Census Tract 5358.04, Los Angeles County, California"
"3.81","0.27","4.17","0.34","3.43","0.48","1400000US06037535901","Census Tract 5359.01, Los Angeles County, California"
"4.40","0.35","4.66","0.42","3.81","0.71","1400000US06037535902","Census Tract 5359.02, Los Angeles County, California"
"3.67","0.32","4.49","0.60","3.40","0.37","1400000US06037536000","Census Tract 5360, Los Angeles County, California"
"3.21","0.43","3.03","0.38","3.79","1.20","1400000US06037536102","Census Tract 5361.02, Los Angeles County, California"
"3.63","0.32","4.05","0.53","3.24","0.58","1400000US06037536103","Census Tract 5361.03, Los Angeles County, California"
"3.73","0.26","3.54","0.41","3.87","0.36","1400000US06037536104","Census Tract 5361.04, Los Angeles County, California"
"3.53","0.36","3.77","0.47","3.03","0.62","1400000US06037536201","Census Tract 5362.01, Los Angeles County, California"
"3.65","0.49","4.54","0.94","2.78","0.55","1400000US06037536202","Census Tract 5362.02, Los Angeles County, California"
"4.68","0.42","5.00","0.68","4.49","0.57","1400000US06037540000","Census Tract 5400, Los Angeles County, California"
"4.25","0.44","4.65","0.63","3.31","0.73","1400000US06037540101","Census Tract 5401.01, Los Angeles County, California"
"4.61","0.50","4.64","0.67","4.52","0.46","1400000US06037540102","Census Tract 5401.02, Los Angeles County, California"
"4.29","0.58","5.30","1.04","4.08","0.65","1400000US06037540201","Census Tract 5402.01, Los Angeles County, California"
"4.08","0.35","4.51","0.66","3.95","0.43","1400000US06037540202","Census Tract 5402.02, Los Angeles County, California"
"4.32","0.35","5.16","0.84","3.90","0.32","1400000US06037540203","Census Tract 5402.03, Los Angeles County, California"
