"B25064_001E","B25064_001M","GEO_ID","NAME"
"Estimate!!Median gross rent","Margin of Error!!Median gross rent","id","Geographic Area Name"
"1989","150","1400000US06037141303","Census Tract 1413.03, Los Angeles County, California"
"1904","237","1400000US06037141304","Census Tract 1413.04, Los Angeles County, California"
"2171","226","1400000US06037141305","Census Tract 1413.05, Los Angeles County, California"
"2022","223","1400000US06037141306","Census Tract 1413.06, Los Angeles County, California"
"1847","209","1400000US06037141400","Census Tract 1414, Los Angeles County, California"
"-","**","1400000US06037141500","Census Tract 1415, Los Angeles County, California"
"3,500+","***","1400000US06037141600","Census Tract 1416, Los Angeles County, California"
"3,500+","***","1400000US06037141700","Census Tract 1417, Los Angeles County, California"
"2347","344","1400000US06037143101","Census Tract 1431.01, Los Angeles County, California"
"2057","167","1400000US06037143102","Census Tract 1431.02, Los Angeles County, California"
"1698","171","1400000US06037143200","Census Tract 1432, Los Angeles County, California"
"1749","193","1400000US06037143301","Census Tract 1433.01, Los Angeles County, California"
"1813","172","1400000US06037143302","Census Tract 1433.02, Los Angeles County, California"
"2509","569","1400000US06037143401","Census Tract 1434.01, Los Angeles County, California"
"1857","511","1400000US06037143402","Census Tract 1434.02, Los Angeles County, California"
"2273","197","1400000US06037143500","Census Tract 1435, Los Angeles County, California"
"1708","132","1400000US06037143602","Census Tract 1436.02, Los Angeles County, California"
"1810","89","1400000US06037143603","Census Tract 1436.03, Los Angeles County, California"
"2589","382","1400000US06037143605","Census Tract 1436.05, Los Angeles County, California"
"1953","110","1400000US06037143606","Census Tract 1436.06, Los Angeles County, California"
"1895","247","1400000US06037143700","Census Tract 1437, Los Angeles County, California"
"2592","919","1400000US06037143801","Census Tract 1438.01, Los Angeles County, California"
"2058","323","1400000US06037143802","Census Tract 1438.02, Los Angeles County, California"
"2350","949","1400000US06037143901","Census Tract 1439.01, Los Angeles County, California"
"2058","160","1400000US06037143902","Census Tract 1439.02, Los Angeles County, California"
"1654","324","1400000US06037181000","Census Tract 1810, Los Angeles County, California"
"1762","201","1400000US06037181300","Census Tract 1813, Los Angeles County, California"
"1655","58","1400000US06037181400","Census Tract 1814, Los Angeles County, California"
"1737","349","1400000US06037181500","Census Tract 1815, Los Angeles County, California"
"1518","323","1400000US06037181600","Census Tract 1816, Los Angeles County, California"
"1408","302","1400000US06037183101","Census Tract 1831.01, Los Angeles County, California"
"1449","108","1400000US06037183103","Census Tract 1831.03, Los Angeles County, California"
"1427","103","1400000US06037183104","Census Tract 1831.04, Los Angeles County, California"
"1252","170","1400000US06037183220","Census Tract 1832.20, Los Angeles County, California"
"1356","160","1400000US06037183221","Census Tract 1832.21, Los Angeles County, California"
"1346","191","1400000US06037183222","Census Tract 1832.22, Los Angeles County, California"
"1603","223","1400000US06037183300","Census Tract 1833, Los Angeles County, California"
"1583","220","1400000US06037183401","Census Tract 1834.01, Los Angeles County, California"
"1479","164","1400000US06037183402","Census Tract 1834.02, Los Angeles County, California"
"1954","315","1400000US06037183510","Census Tract 1835.10, Los Angeles County, California"
"1208","62","1400000US06037183520","Census Tract 1835.20, Los Angeles County, California"
"1333","82","1400000US06037183610","Census Tract 1836.10, Los Angeles County, California"
"1200","187","1400000US06037183620","Census Tract 1836.20, Los Angeles County, California"
"1263","303","1400000US06037183701","Census Tract 1837.01, Los Angeles County, California"
"1513","244","1400000US06037183702","Census Tract 1837.02, Los Angeles County, California"
"1272","137","1400000US06037183810","Census Tract 1838.10, Los Angeles County, California"
"1317","83","1400000US06037183820","Census Tract 1838.20, Los Angeles County, California"
"1513","294","1400000US06037185101","Census Tract 1851.01, Los Angeles County, California"
"3176","253","1400000US06037185102","Census Tract 1851.02, Los Angeles County, California"
"1745","523","1400000US06037185202","Census Tract 1852.02, Los Angeles County, California"
"1353","267","1400000US06037185203","Census Tract 1852.03, Los Angeles County, California"
"2043","638","1400000US06037185204","Census Tract 1852.04, Los Angeles County, California"
"1278","121","1400000US06037185310","Census Tract 1853.10, Los Angeles County, California"
"1212","199","1400000US06037185320","Census Tract 1853.20, Los Angeles County, California"
"1453","124","1400000US06037186100","Census Tract 1861, Los Angeles County, California"
"1296","115","1400000US06037186201","Census Tract 1862.01, Los Angeles County, California"
"1678","287","1400000US06037186202","Census Tract 1862.02, Los Angeles County, California"
"2298","126","1400000US06037186203","Census Tract 1862.03, Los Angeles County, California"
"1515","117","1400000US06037186301","Census Tract 1863.01, Los Angeles County, California"
"1543","222","1400000US06037186302","Census Tract 1863.02, Los Angeles County, California"
"1366","77","1400000US06037186401","Census Tract 1864.01, Los Angeles County, California"
"1382","156","1400000US06037186403","Census Tract 1864.03, Los Angeles County, California"
"1479","196","1400000US06037186404","Census Tract 1864.04, Los Angeles County, California"
"1505","392","1400000US06037187101","Census Tract 1871.01, Los Angeles County, California"
"1169","136","1400000US06037187102","Census Tract 1871.02, Los Angeles County, California"
"1750","359","1400000US06037187200","Census Tract 1872, Los Angeles County, California"
"1990","293","1400000US06037187300","Census Tract 1873, Los Angeles County, California"
"1697","149","1400000US06037188100","Census Tract 1881, Los Angeles County, California"
"1839","86","1400000US06037188201","Census Tract 1882.01, Los Angeles County, California"
"1692","228","1400000US06037188202","Census Tract 1882.02, Los Angeles County, California"
"2134","342","1400000US06037188300","Census Tract 1883, Los Angeles County, California"
"1951","165","1400000US06037189101","Census Tract 1891.01, Los Angeles County, California"
"1763","114","1400000US06037189102","Census Tract 1891.02, Los Angeles County, California"
"1596","124","1400000US06037189201","Census Tract 1892.01, Los Angeles County, California"
"1887","361","1400000US06037189202","Census Tract 1892.02, Los Angeles County, California"
"1328","678","1400000US06037189300","Census Tract 1893, Los Angeles County, California"
"2288","172","1400000US06037189400","Census Tract 1894, Los Angeles County, California"
"1821","138","1400000US06037189501","Census Tract 1895.01, Los Angeles County, California"
"1644","136","1400000US06037189502","Census Tract 1895.02, Los Angeles County, California"
"1661","106","1400000US06037189600","Census Tract 1896, Los Angeles County, California"
"1486","210","1400000US06037189702","Census Tract 1897.02, Los Angeles County, California"
"2191","247","1400000US06037189703","Census Tract 1897.03, Los Angeles County, California"
"1932","219","1400000US06037189704","Census Tract 1897.04, Los Angeles County, California"
"1898","145","1400000US06037189801","Census Tract 1898.01, Los Angeles County, California"
"1740","208","1400000US06037189802","Census Tract 1898.02, Los Angeles County, California"
"2085","121","1400000US06037189903","Census Tract 1899.03, Los Angeles County, California"
"1832","136","1400000US06037189904","Census Tract 1899.04, Los Angeles County, California"
"1793","112","1400000US06037189905","Census Tract 1899.05, Los Angeles County, California"
"2070","177","1400000US06037189906","Census Tract 1899.06, Los Angeles County, California"
"1701","181","1400000US06037189907","Census Tract 1899.07, Los Angeles County, California"
"1411","53","1400000US06037190101","Census Tract 1901.01, Los Angeles County, California"
"1817","132","1400000US06037190102","Census Tract 1901.02, Los Angeles County, California"
"1305","78","1400000US06037190201","Census Tract 1902.01, Los Angeles County, California"
"1682","78","1400000US06037190202","Census Tract 1902.02, Los Angeles County, California"
"1636","141","1400000US06037190302","Census Tract 1903.02, Los Angeles County, California"
"1129","30","1400000US06037190303","Census Tract 1903.03, Los Angeles County, California"
"1389","59","1400000US06037190401","Census Tract 1904.01, Los Angeles County, California"
"1455","148","1400000US06037190402","Census Tract 1904.02, Los Angeles County, California"
"1458","117","1400000US06037190510","Census Tract 1905.10, Los Angeles County, California"
"1332","97","1400000US06037190520","Census Tract 1905.20, Los Angeles County, California"
"1228","213","1400000US06037190701","Census Tract 1907.01, Los Angeles County, California"
"1540","154","1400000US06037190702","Census Tract 1907.02, Los Angeles County, California"
"1187","167","1400000US06037190801","Census Tract 1908.01, Los Angeles County, California"
"1401","147","1400000US06037190802","Census Tract 1908.02, Los Angeles County, California"
"1204","115","1400000US06037190901","Census Tract 1909.01, Los Angeles County, California"
"1353","159","1400000US06037190902","Census Tract 1909.02, Los Angeles County, California"
"2010","383","1400000US06037191000","Census Tract 1910, Los Angeles County, California"
"1132","46","1400000US06037191110","Census Tract 1911.10, Los Angeles County, California"
"1234","119","1400000US06037191120","Census Tract 1911.20, Los Angeles County, California"
"1244","85","1400000US06037191201","Census Tract 1912.01, Los Angeles County, California"
"1125","205","1400000US06037191203","Census Tract 1912.03, Los Angeles County, California"
"1234","87","1400000US06037191204","Census Tract 1912.04, Los Angeles County, California"
"1294","114","1400000US06037191301","Census Tract 1913.01, Los Angeles County, California"
"1379","107","1400000US06037191302","Census Tract 1913.02, Los Angeles County, California"
"1122","75","1400000US06037191410","Census Tract 1914.10, Los Angeles County, California"
"1524","233","1400000US06037191420","Census Tract 1914.20, Los Angeles County, California"
"1268","114","1400000US06037191500","Census Tract 1915, Los Angeles County, California"
"1390","118","1400000US06037191610","Census Tract 1916.10, Los Angeles County, California"
"1215","76","1400000US06037191620","Census Tract 1916.20, Los Angeles County, California"
"1065","141","1400000US06037191710","Census Tract 1917.10, Los Angeles County, California"
"1097","76","1400000US06037191720","Census Tract 1917.20, Los Angeles County, California"
"1490","138","1400000US06037191810","Census Tract 1918.10, Los Angeles County, California"
"1628","158","1400000US06037191820","Census Tract 1918.20, Los Angeles County, California"
"1741","84","1400000US06037191901","Census Tract 1919.01, Los Angeles County, California"
"2052","208","1400000US06037191902","Census Tract 1919.02, Los Angeles County, California"
"1796","133","1400000US06037192001","Census Tract 1920.01, Los Angeles County, California"
"2226","321","1400000US06037192002","Census Tract 1920.02, Los Angeles County, California"
"2010","271","1400000US06037192300","Census Tract 1923, Los Angeles County, California"
"1757","319","1400000US06037192410","Census Tract 1924.10, Los Angeles County, California"
"1591","133","1400000US06037192420","Census Tract 1924.20, Los Angeles County, California"
