ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
90017,LOS ANGELES,5144034088,2021,00211,5144-034-088,"877 S FRANCISCO ST, 2510  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,825,1,1,1,20160930,62673.00,2014,445186.00,2018,507859.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,507859.00,0.00,507859.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2510 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2510,LOS ANGELES CA,90017,20215144034088,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035040,2021,00211,5144-035-040,"877 S FRANCISCO ST, 4208  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20160930,64694.00,2014,457206.00,2018,521900.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,521900.00,0.00,521900.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4208 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4208,LOS ANGELES CA,90017,20215144035040,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035004,2021,00211,5144-035-004,"877 S FRANCISCO ST, 3905  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,749,1,1,1,20160930,56233.00,2014,410246.00,2018,466479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,466479.00,0.00,466479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3905 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3905,LOS ANGELES CA,90017,20215144035004,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029097,2021,00211,5144-029-097,"648 S FLOWER ST, NO   719  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1410,0,2,1,20151215,78650.00,2016,309910.00,2016,388560.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,388560.00,0.00,388560.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 719 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   719,LOS ANGELES CA,90017,20215144029097,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144029116,2021,00211,5144-029-116,"648 S FLOWER ST, NO   822  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,640,0,1,1,20151215,35710.00,2016,140660.00,2016,176370.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,176370.00,0.00,176370.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 822 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   822,LOS ANGELES CA,90017,20215144029116,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144029232,2021,00211,5144-029-232,"648 S FLOWER ST, PH3    3  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1740,0,2,1,20151215,97090.00,2016,382590.00,2016,479680.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,479680.00,0.00,479680.00,,23,23408,"TR=63153 LOT 1 CONDO UNIT PH3-3 (AIRSPACE,1/223 INT IN COMMON AREA)",648,,S,FLOWER ST,PH3    3,LOS ANGELES CA,90017,20215144029232,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034116,2021,00211,5144-034-116,"877 S FRANCISCO ST, 2805  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,749,1,1,1,20160930,56233.00,2014,410246.00,2018,466479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,466479.00,0.00,466479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2805 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2805,LOS ANGELES CA,90017,20215144034116,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034079,2021,00211,5144-034-079,"877 S FRANCISCO ST, 2412  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2412 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2412,LOS ANGELES CA,90017,20215144034079,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029065,2021,00211,5144-029-065,"648 S FLOWER ST, NO   608  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,900,0,1,1,20151215,50170.00,2016,197840.00,2016,248010.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,248010.00,0.00,248010.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 608 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   608,LOS ANGELES CA,90017,20215144029065,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034105,2021,00211,5144-034-105,"877 S FRANCISCO ST, 2705  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,749,1,1,1,20160930,56233.00,2014,410246.00,2018,466479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,466479.00,0.00,466479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2705 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2705,LOS ANGELES CA,90017,20215144034105,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034156,2021,00211,5144-034-156,"877 S FRANCISCO ST, 3112  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3112 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3112,LOS ANGELES CA,90017,20215144034156,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033031,2021,00211,5144-033-031,"877 S FRANCISCO ST, 606  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1018,1,2,1,20160930,77123.00,2014,533057.00,2018,610180.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,610180.00,0.00,610180.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 606 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,606,LOS ANGELES CA,90017,20215144033031,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033154,2021,00211,5144-033-154,"877 S FRANCISCO ST, 1226  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,533,0,1,1,20160930,40808.00,2014,311838.00,2018,352646.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,352646.00,0.00,352646.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1226 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1226,LOS ANGELES CA,90017,20215144033154,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035012,2021,00211,5144-035-012,"877 S FRANCISCO ST, 4001  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68962.00,2014,483517.00,2018,552479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552479.00,0.00,552479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4001 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4001,LOS ANGELES CA,90017,20215144035012,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035033,2021,00211,5144-035-033,"877 S FRANCISCO ST, 4112  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4112 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4112,LOS ANGELES CA,90017,20215144035033,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033005,2021,00211,5144-033-005,"877 S FRANCISCO ST, C5  LOS ANGELES CA  90017",C/I,100C,Commercial,Commercial,,,1,2018,2018,3750,0,0,1,20160930,281690.00,2014,1529473.00,2018,1811163.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,1811163.00,0.00,1811163.00,,23,23628,TR=66352 LOTS 2 AND 3 UNIT C-5 (AIRSPACE AND UND 1/15 INT IN COMMON AREA),877,,S,FRANCISCO ST,C5,LOS ANGELES CA,90017,20215144033005,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034192,2021,00211,5144-034-192,"877 S FRANCISCO ST, 3503  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20160930,52937.00,2014,385012.00,2018,437949.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,437949.00,0.00,437949.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3503 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3503,LOS ANGELES CA,90017,20215144034192,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034177,2021,00211,5144-034-177,"877 S FRANCISCO ST, 3311  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1305,2,2,1,20160930,98614.00,2014,664375.00,2018,762989.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,762989.00,0.00,762989.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3311 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3311,LOS ANGELES CA,90017,20215144034177,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034228,2021,00211,5144-034-228,"877 S FRANCISCO ST, 3807  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,870,1,1,1,20160930,66042.00,2014,465571.00,2018,531613.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,531613.00,0.00,531613.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3807 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3807,LOS ANGELES CA,90017,20215144034228,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034039,2021,00211,5144-034-039,"877 S FRANCISCO ST, 2105  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,749,1,1,1,20160930,56233.00,2014,410246.00,2018,466479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,466479.00,0.00,466479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2105 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2105,LOS ANGELES CA,90017,20215144034039,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033250,2021,00211,5144-033-250,"877 S FRANCISCO ST, 1826  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,533,0,1,1,20180829,360698.00,2019,334934.00,2019,695632.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,695632.00,0.00,695632.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1826 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1826,LOS ANGELES CA,90017,20215144033250,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033130,2021,00211,5144-033-130,"877 S FRANCISCO ST, 1126  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,533,0,1,1,20160930,40808.00,2014,311838.00,2018,352646.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,352646.00,0.00,352646.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1126 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1126,LOS ANGELES CA,90017,20215144033130,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029017,2021,00211,5144-029-017,"648 S FLOWER ST, NO   309  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,700,0,2,1,20151215,39070.00,2016,153850.00,2016,192920.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,192920.00,0.00,192920.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 309 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   309,LOS ANGELES CA,90017,20215144029017,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144029217,2021,00211,5144-029-217,"648 S FLOWER ST, PH1   15  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,770,0,1,1,20151215,42940.00,2016,169250.00,2016,212190.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,212190.00,0.00,212190.00,,23,23408,"TR=63153 LOT 1 CONDO UNIT PH1-15 (AIRSPACE,1/223 INT IN COMMON AREA)",648,,S,FLOWER ST,PH1   15,LOS ANGELES CA,90017,20215144029217,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144033165,2021,00211,5144-033-165,"877 S FRANCISCO ST, 1510  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,565,0,1,1,20201106,100000.00,2021,380000.00,2021,480000.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,480000.00,0.00,480000.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1510 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1510,LOS ANGELES CA,90017,20215144033165,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033218,2021,00211,5144-033-218,"877 S FRANCISCO ST, 1717  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,519,0,1,1,20160930,39760.00,2014,313518.00,2018,353278.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,353278.00,0.00,353278.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1717 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1717,LOS ANGELES CA,90017,20215144033218,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033143,2021,00211,5144-033-143,"877 S FRANCISCO ST, 1212  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1212 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1212,LOS ANGELES CA,90017,20215144033143,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034196,2021,00211,5144-034-196,"877 S FRANCISCO ST, 3508  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20160930,64694.00,2014,457206.00,2018,521900.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,521900.00,0.00,521900.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3508 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3508,LOS ANGELES CA,90017,20215144034196,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034115,2021,00211,5144-034-115,"877 S FRANCISCO ST, 2803  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20180921,543418.00,2019,332564.00,2019,875982.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,875982.00,0.00,875982.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2803 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2803,LOS ANGELES CA,90017,20215144034115,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034071,2021,00211,5144-034-071,"877 S FRANCISCO ST, 2403  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20180918,523837.00,2019,332564.00,2019,856401.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,856401.00,0.00,856401.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2403 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2403,LOS ANGELES CA,90017,20215144034071,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029207,2021,00211,5144-029-207,"648 S FLOWER ST, PH1    5  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1440,0,2,1,20151215,80330.00,2016,316500.00,2016,396830.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,396830.00,0.00,396830.00,,23,23408,"TR=63153 LOT 1 CONDO UNIT PH1-5 (AIRSPACE,1/223 INT IN COMMON AREA)",648,,S,FLOWER ST,PH1    5,LOS ANGELES CA,90017,20215144029207,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144033101,2021,00211,5144-033-101,"877 S FRANCISCO ST, 1020  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,494,0,1,1,20160930,37888.00,2014,293890.00,2018,331778.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,331778.00,0.00,331778.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1020 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1020,LOS ANGELES CA,90017,20215144033101,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033180,2021,00211,5144-033-180,"877 S FRANCISCO ST, 1528  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,972,1,2,1,20190731,480325.00,2020,469413.00,2020,949738.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,949738.00,7000.00,942738.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1528 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1528,LOS ANGELES CA,90017,20215144033180,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029136,2021,00211,5144-029-136,"648 S FLOWER ST, NO   917  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1220,0,2,1,20151215,68080.00,2016,268110.00,2016,336190.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,336190.00,0.00,336190.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 917 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   917,LOS ANGELES CA,90017,20215144029136,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034217,2021,00211,5144-034-217,"877 S FRANCISCO ST, 3707  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,870,1,1,1,20160930,66042.00,2014,465571.00,2018,531613.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,531613.00,0.00,531613.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3707 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3707,LOS ANGELES CA,90017,20215144034217,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029022,2021,00211,5144-029-022,"648 S FLOWER ST, NO   407  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,750,0,1,1,20151215,41790.00,2016,164850.00,2016,206640.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,206640.00,0.00,206640.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 407 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   407,LOS ANGELES CA,90017,20215144029022,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034130,2021,00211,5144-034-130,"877 S FRANCISCO ST, 2908  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20160930,64694.00,2014,457206.00,2018,521900.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,521900.00,0.00,521900.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2908 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2908,LOS ANGELES CA,90017,20215144034130,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033235,2021,00211,5144-033-235,"877 S FRANCISCO ST, 1808  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20190125,137065.00,2019,878043.00,2019,1015108.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,1015108.00,0.00,1015108.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1808 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1808,LOS ANGELES CA,90017,20215144033235,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034034,2021,00211,5144-034-034,"877 S FRANCISCO ST, 2011  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,963,1,2,1,20160930,73006.00,2014,507559.00,2018,580565.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,580565.00,0.00,580565.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2011 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2011,LOS ANGELES CA,90017,20215144034034,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033052,2021,00211,5144-033-052,"877 S FRANCISCO ST, 721  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,503,0,1,1,20180831,328750.00,2019,309170.00,2019,637920.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,637920.00,0.00,637920.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 721 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,721,LOS ANGELES CA,90017,20215144033052,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033148,2021,00211,5144-033-148,"877 S FRANCISCO ST, 1219  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,514,0,1,1,20180831,367912.00,2019,309170.00,2019,677082.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,677082.00,0.00,677082.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1219 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1219,LOS ANGELES CA,90017,20215144033148,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033084,2021,00211,5144-033-084,"877 S FRANCISCO ST, 928  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,972,1,2,1,20160930,73679.00,2014,512267.00,2018,585946.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,585946.00,0.00,585946.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 928 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,928,LOS ANGELES CA,90017,20215144033084,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033133,2021,00211,5144-033-133,"877 S FRANCISCO ST, 1201  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68962.00,2014,375246.00,2018,444208.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,444208.00,0.00,444208.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1201 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1201,LOS ANGELES CA,90017,20215144033133,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
